Food,URL,ExtractedPrice,PricePerAmount,ExtractedProteinPer100g,ExtractedKJPer100g,ProteinPer100g,KJPer100g,CaloriesPer100g,ProteinPer100Calorie,PoundsPer (String),PoundsPer,PerAmount,PoundsPer100g,Price,MultiplesOf100g,perEach/per100g,TotalCalories,TotalProtein,RankWeighting,TimesEaten,PoundsPer1000Calorie,Checked,Available,Ignore
Sainsbury's Olive Oil Flavoured With Chilli Extra Virgin 250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-olive-oil-flavoured-with-chilli--extra-virgin-250ml,ï¿½2.10,84p / 100ml,0g,3391kJ,0,3391,810.4684513,0,84p ,0.84, 100ml,0.84,2.1,2.5,,2026.171128,0,,,1.036437629,,,
Clarks Organic Agave Syrup 250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/clarks-organic-agave-syrup-250ml,ï¿½2.00,80p / 100ml,0g,1851kJ/436kcal,0,1851,442.3996176,0,80p ,0.8, 100ml,0.8,2,2.5,,1105.999044,0,,,1.808319827,,,
Sainsbury's Sweet Balsamic Dressing Be Good To Yourself 260ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-sweet-balsamic-dressing--be-good-to-yourself-260ml,90p,36p / 100ml,0,314kJ,0,314,75.04780115,0,36p ,0.36, 100ml,0.36,0.9,2.5,,187.6195029,0,,,4.796942675,,,
Napoleon Brandy VSOP 35cl,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-french-brandy--3-year-old-35cl,ï¿½6.25,ï¿½17.86 / ltr,0g,845kJ,0,845,201.959847,0,ï¿½17.86 ,17.86, ltr,1.786,6.25,3.49944009,,706.7463852,0,,,8.843342012,,,
Sainsbury's Peach Dice In Mango Jelly 480g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-peach-dice-in-mango-jelly-480g,ï¿½1.50,31p / 100g,0,317kJ,0,317,75.76481836,0,31p ,0.31, 100g,0.31,1.5,4.838709677,,366.6039598,0,,,4.091608833,,,
Sainsbury's Strawberry Conserve SO Organic 340g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-strawberry-conserve--so-organic-340g,ï¿½1.70,50p / 100g,0,1031kJ,0,1031,246.414914,0,50p ,0.5, 100g,0.5,1.7,3.4,,837.8107075,0,,,2.029097963,,,
Robinsons Pressed Pear & Elderflower Fruit Cordial 500ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/robinsons-pressed-pear---elderflower-fruit-cordial-500ml,ï¿½2.50,50p / 100ml,0g,76kJ/18kcal,0,76,18.16443595,0,50p ,0.5, 100ml,0.5,2.5,5,,90.82217973,0,,,27.52631579,,,
Sainsbury's Olive Oil Light Colour 500ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-olive-oil--light-colour-500ml,ï¿½2.35,47p / 100ml,0g,3384kJ,0,3384,808.7954111,0,47p ,0.47, 100ml,0.47,2.35,5,,4043.977055,0,,,0.581111111,,,
No.1 Kombucha Ginger & Turmeric 275ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/no1-kombucha-ginger-turmeric-275ml,ï¿½1.50,55p / 100ml,0.0g,71/17,0,71,16.96940727,0,55p ,0.55, 100ml,0.55,1.5,2.727272727,,46.28020163,0,,,32.41126761,,,
Sainsbury's Gin & Rhubarb & Ginger 250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-gin-rhubarb-ginger-250ml,ï¿½1.25,ï¿½5.00 / ltr,0g,266kJ,0,266,63.57552581,0,ï¿½5.00 ,5, ltr,0.5,1.25,2.5,,158.9388145,0,,,7.864661654,,,
Coca-Cola Original Taste 4x250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/coca-cola-original-taste-4x250ml,ï¿½2.60,26p / 100ml,0g,180kJ,0,180,43.02103251,0,26p ,0.26, 100ml,0.26,2.6,10,,430.2103251,0,,,6.043555555,,,
Sainsbury's High Juice Squash Lemon & Lime No added Sugar 1L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-high-juice-squash-lemon---lime-no-added-sugar-1l,ï¿½1.35,14p / 100ml,0,27kJ,0,27,6.453154876,0,14p ,0.14, 100ml,0.14,1.35,9.642857143,,62.22685059,0,,,21.69481481,,,
Sainsbury's Ready to Roll White Icing 500g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-ready-to-roll-white-icing-500g,ï¿½1.40,28p / 100g,0,1736kJ,0,1736,414.9139579,0,28p ,0.28, 100g,0.28,1.4,5,,2074.56979,0,,,0.67483871,,,
Belvoir Elderflower Presse Light 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/belvoir-elderflower-light-presse-750ml,ï¿½2.60,35p / 100ml,0g,86/20,0,86,20.55449331,0,35p ,0.35, 100ml,0.35,2.6,7.428571429,,152.6905217,0,,,17.02790698,,,
Sainsbury's Pink Bolt Zero Strawberry & Kiwi 250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-pink-bolt-zero-straw---kiwi-250ml,60p,24p / 100ml,0,13kJ,0,13,3.10707457,0,24p ,0.24, 100ml,0.24,0.6,2.5,,7.767686425,0,,,77.24307692,,,
Sainsbury's Sweet Silverskin Onions in Vinegar 465g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-sweet-silverskin-onions-465g,70p,35p / 100g,0,166kJ,0,166,39.6749522,0,35p ,0.35, 100g,0.35,0.7,2,,79.3499044,0,,,8.821686747,,,
Sainsbury's Vanilla Flavour 38ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-vanilla-flavour-38ml,ï¿½1.00,26p / 10ml,0g,595kJ,0,595,142.208413,0,26p ,0.26, 10ml,0.26,1,3.846153846,,546.9554346,0,,,1.828302521,,,
Fanta Orange 500mL,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/fanta-orange-sparkling-drink-500ml,ï¿½1.45,29p / 100ml,0g,81kJ,0,81,19.35946463,0,29p ,0.29, 100ml,0.29,1.45,5,,96.79732314,0,,,14.97975309,,,
Sainsbury's Double Strength Blackcurrant Squash 750ml No Added Sugar,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-double-strength-blackcurrant-squash-750ml--no-added-sugar,85p,11p / 100ml,0,9kJ,0,9,2.151051625,0,11p ,0.11, 100ml,0.11,0.85,7.727272727,,16.62176256,0,,,51.13777778,,,
Frylight 1 Cal Butter Flavour Oil Cooking Spray 190ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/frylight-butter-flavour-spray-oil-190ml,ï¿½1.50,79p / 100ml,0g,4kJ/1kcal,0,4,0.956022945,0,79p ,0.79, 100ml,0.79,1.5,1.898734177,,1.815233439,0,,,826.34,,,
Sainsbury's Brown Sauce 690g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-brown-sauce-690g,ï¿½1.40,20p / 100g,0,407kJ,0,407,97.27533461,0,20p ,0.2, 100g,0.2,1.4,7,,680.9273423,0,,,2.056019656,,,
Billington's Demerara Sugar 500g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/billingtons-demerara-sugar-500g,ï¿½1.50,ï¿½3.00 / kg,0g,1690kJ,0,1690,403.9196941,0,ï¿½3.00 ,3, kg,0.3,1.5,5,,2019.59847,0,,,0.742721893,,,
Rubicon Sparkling Mango Juice Drink 330ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/rubicon-sparkling-mango-juice-drink-330ml--7797965-p,50p,15p / 100ml,0,83kJ/20kcal,0,83,19.8374761,0,15p ,0.15, 100ml,0.15,0.5,3.333333333,,66.12492033,0,,,7.561445783,,,
Sainsbury's Corn Oil 1L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-corn-oil-1l,ï¿½1.75,18p / 100ml,0g,3408kJ,0,3408,814.5315488,0,18p ,0.18, 100ml,0.18,1.75,9.722222222,,7919.056724,0,,,0.220985915,,,
Sainsbury's Turkish Delight Rose & Lemon 325g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-turkish-delight-rose---lemon-325g-ayr,ï¿½2.00,62p / 100g,0,1460kJ,0,1460,348.9483748,0,62p ,0.62, 100g,0.62,2,3.225806452,,1125.639919,0,,,1.776767123,,,
Fentimans Full-Flavour Cherry Cola 275ml (Sugar levy applied),https://www.sainsburys.co.uk/shop/gb/groceries/product/details/fentimans-275ml-cherrytree-cola,ï¿½1.30,47p / 100ml,0g,146kJ / 34kcal,0,146,34.89483748,0,47p ,0.47, 100ml,0.47,1.3,2.765957447,,96.51763557,0,,,13.4690411,,,
Sainsbury's Malt Vinegar 1.1L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-malt-vinegar-11l,ï¿½1.00,91p / ltr,0,59kJ,0,59,14.10133843,0,91p ,0.91, ltr,0.091,1,10.98901099,,154.959763,0,,,6.453288136,,,
Hermesetas Granulated Sweetener 90g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/hermesetas-granulated-sweetener-90g,ï¿½1.60,ï¿½17.78 / kg,0 g,1.8/(7.5),0,8,1.912045889,0,ï¿½17.78 ,17.78, kg,1.778,1.6,0.899887514,,1.720626222,0,,,929.894,,,
Sainsbury's Vodka Lime & Soda 250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-vodka-lime---soda-250ml,ï¿½1.00,ï¿½4.00 / ltr,0g,198kJ,0,198,47.32313576,0,ï¿½4.00 ,4, ltr,0.4,1,2.5,,118.3078394,0,,,8.452525252,,,
Sainsbury's Fruit and Barley Summer Fruits No added Sugar 1L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-fruit-and-barley-summer-fruits-no-added-sugar-1l,85p,9p / 100ml,0,11kJ,0,11,2.629063098,0,9p ,0.09, 100ml,0.09,0.85,9.444444444,,24.83004037,0,,,34.23272727,,,
Capri-Sun No Added Sugar Orange 8 x 200ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/capri-sun-no-added-sugar-orange-8-x-200ml,ï¿½2.00,13p / 100ml,0g,29kJ,0,29,6.931166348,0,13p ,0.13, 100ml,0.13,2,15.38461538,,106.6333284,0,,,18.75586207,,,
Sainsbury's No Added Sugar Summer Fruits Juice Drink 2L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-summer-fruits-juice--no-added-sugar-2l,ï¿½1.09,5p / 100ml,0,57kJ,0,57,13.62332696,0,5p ,0.05, 100ml,0.05,1.09,21.8,,296.9885277,0,,,3.670175439,,,
Rubicon Still Mango Juice Drink 288ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/rubicon-still-mango-juice-drink-288ml--7568864-p,60p,21p / 100ml,0,86kJ / 22kcal,0,86,20.55449331,0,21p ,0.21, 100ml,0.21,0.6,2.857142857,,58.72712374,0,,,10.21674419,,,
Belvoir Elderflower & Rose Presse 750ml (Sugar levy applied),https://www.sainsburys.co.uk/shop/gb/groceries/product/details/belvoir-mulled-winter-punch-750ml,ï¿½2.70,36p / 100ml,0g,143/34,0,143,34.17782027,0,36p ,0.36, 100ml,0.36,2.7,7.5,,256.333652,0,,,10.53314685,,,
Robinsons Raspberry Rhubarb & Orange Blossom Fruit Cordial 500ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/robinsons-raspberry--rhubarb---orange-blossom-fruit-cordial-500ml,ï¿½2.50,50p / 100ml,0g,74kJ/17kcal,0,74,17.68642447,0,50p ,0.5, 100ml,0.5,2.5,5,,88.43212237,0,,,28.27027027,,,
Innocent Plus Bolt From The Blue Guava & Lime Juice 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/innocent-plus-bolt-from-the-blue-750ml,ï¿½1.65,22p / 100ml,0g,172kJ (41kcal),0,172,41.10898662,0,22p ,0.22, 100ml,0.22,1.65,7.5,,308.3173996,0,,,5.351627907,,,
Capri-Sun Blackcurrant 8 x 200ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/capri-sun-blackcurrant-8-x-200ml,ï¿½2.00,13p / 100ml,0g,90kJ,0,90,21.51051625,0,13p ,0.13, 100ml,0.13,2,15.38461538,,330.9310193,0,,,6.043555555,,,
Flora ProActiv Buttery Taste Spread 250g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/flora-pro-activ-buttery-spread-250g,ï¿½2.10,ï¿½8.40 / kg,0,2588kJ/629kcal,0,2588,618.5468451,0,ï¿½8.40 ,8.4, kg,0.84,2.1,2.5,,1546.367113,0,,,1.358021638,,,
Sainsbury's Mango & Passionfruit Smoothie 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-mango-passionfruit-smoothie-750ml,ï¿½1.50,20p / 100ml,0,255kJ,0,255,60.94646272,0,20p ,0.2, 100ml,0.2,1.5,7.5,,457.0984704,0,,,3.281568627,,,
Sainsbury's Brown Sauce Reduced Salt & Sugar 450g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-brown-sauce--reduced-salt---sugar-450g,95p,21p / 100g,0,307kJ,0,307,73.37476099,0,21p ,0.21, 100g,0.21,0.95,4.523809524,,331.9334426,0,,,2.862019544,,,
Sainsbury's Gin & Diet Tonic 4x250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-gin---diet-tonic-4x250ml,ï¿½3.75,ï¿½3.75 / ltr,0g,113kJ,0,113,27.00764818,0,ï¿½3.75 ,3.75, ltr,0.375,3.75,10,,270.0764818,0,,,13.88495575,,,
Frylight 1 Cal Coconut Oil Cooking Spray 190ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/frylight-coconut-oil-spray-223g,ï¿½1.50,79p / 100ml,0g,4kJ/1kcal,0,4,0.956022945,0,79p ,0.79, 100ml,0.79,1.5,1.898734177,,1.815233439,0,,,826.34,,,
Frylight 1 Cal Rapeseed Oil Cooking Spray 190ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/frylight-1-cal-rapeseed-oil-spray-190g,ï¿½1.50,79p / 100ml,0g,4kJ/1kcal,0,4,0.956022945,0,79p ,0.79, 100ml,0.79,1.5,1.898734177,,1.815233439,0,,,826.34,,,
Purdey's Rejuvenate Natural Energy Drink 330ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/purdeys-rejuvenate-multivitamin-fruit-drink-330ml,ï¿½1.35,41p / 100ml,0g,84kJ/20kcal,0,84,20.07648184,0,41p ,0.41, 100ml,0.41,1.35,3.292682927,,66.10548897,0,,,20.42190476,,,
Ricola Sugar Free Cranberry Drops 45g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/ricola-cranberry-drops-45g,ï¿½1.30,ï¿½2.89 / 100g,0 g,993 kJ / 238 kcal,0,993,237.332696,0,ï¿½2.89 ,2.89, 100g,2.89,1.3,0.44982699,,106.7586522,0,,,12.17699899,,,
Kallo Yeast Free Vegetable Stock Cubes 6x11g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kallo-yeast-free-vegetable-stock-cubes-66g,ï¿½1.00,ï¿½1.52 / 100g,0g,27kJ/7kcal,0,27,6.453154876,0,ï¿½1.52 ,1.52, 100g,1.52,1,0.657894737,,4.245496629,0,,,235.5437037,,,
Sainsbury's Taste the Difference Moroccan Almond Extract 38ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-french-bitter-almond-extract--taste-the-difference-38ml,ï¿½1.50,39p / 10ml,0g,3700kJ,0,3700,884.3212237,0,39p ,0.39, 10ml,0.39,1.5,3.846153846,,3401.235476,0,,,0.441016216,,,
Diet Coke 6x250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/diet-coke-6x250ml,ï¿½3.00,20p / 100ml,0g,1.6kJ,0,6,1.434034417,0,20p ,0.2, 100ml,0.2,3,15,,21.51051625,0,,,139.4666667,,,
Caribbean Peal Dark Rum 1L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-superior-dark-rum-1l,ï¿½15.00,ï¿½15.00 / ltr,0g,856kJ,0,856,204.5889101,0,ï¿½15.00 ,15, ltr,1.5,15,10,,2045.889101,0,,,7.331775701,,,
Capri-Sun Tropical 8 x 200ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/capri-sun-tropical-8-x-200ml,ï¿½2.00,13p / 100ml,0g,90kJ,0,90,21.51051625,0,13p ,0.13, 100ml,0.13,2,15.38461538,,330.9310193,0,,,6.043555555,,,
Belvoir Elderflower & Rose Cordial 500ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/belvoir-elderflower---rose-cordial-500ml,ï¿½2.50,50p / 100ml,0g,82/19,0,82,19.59847036,0,50p ,0.5, 100ml,0.5,2.5,5,,97.99235182,0,,,25.51219512,,,
Sainsbury's Cream of Tartar 160g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-cream-of-tartar-160g,ï¿½1.25,ï¿½7.81 / kg,0,1049kJ,0,1049,250.7170172,0,ï¿½7.81 ,7.81, kg,0.781,1.25,1.600512164,,401.2756357,0,,,3.115065777,,,
Sainsbury's White Wine Vinegar SO Organic 500ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-white-wine-vinegar--so-organic-500ml,ï¿½1.60,ï¿½3.20 / ltr,0,91kJ,0,91,21.74952199,0,ï¿½3.20 ,3.2, ltr,0.32,1.6,5,,108.7476099,0,,,14.71296703,,,
Billington's Golden Caster Natural Unrefined Cane Sugar 250g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/billingtons-golden-caster-natural-unrefined-cane-sugar-250g,80p,ï¿½3.20 / kg,0g,1700kJ,0,1700,406.3097514,0,ï¿½3.20 ,3.2, kg,0.32,0.8,2.5,,1015.774379,0,,,0.787576471,,,
Coke Zero 6x250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/coke-zero-6x250ml,ï¿½3.00,20p / 100ml,0g,1.4kJ,0,4,0.956022945,0,20p ,0.2, 100ml,0.2,3,15,,14.34034417,0,,,209.2,,,
Napoleon Brandy VSOP 70cl,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-french-brandy--3-year-old-70cl,ï¿½11.50,ï¿½16.43 / ltr,0g,845kJ,0,845,201.959847,0,ï¿½16.43 ,16.43, ltr,1.643,11.5,6.999391357,,1413.596008,0,,,8.135280473,,,
Sprite Mini Can 150ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sprite-mini-can-150ml,35p,23p / 100ml,0g,61kJ,0,61,14.5793499,0,23p ,0.23, 100ml,0.23,0.35,1.52173913,,22.18596725,0,,,15.7757377,,,
Diet Coke 330ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/diet-coke-330ml,85p,26p / 100ml,0g,1.6kJ,0,6,1.434034417,0,26p ,0.26, 100ml,0.26,0.85,3.269230769,,4.68818944,0,,,181.3066667,,,
Fruit Shoot Juiced Apple & Pear Kids Juice Drink 6x200ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/fruit-shoot-juiced-apple-pear-kids-juice-drink-6x200ml,ï¿½3.25,27p / 100ml,0g,102kJ/24kcal,0,102,24.37858509,0,27p ,0.27, 100ml,0.27,3.25,12.03703704,,293.4459316,0,,,11.07529412,,,
Sainsbury's Red Plums In Light Syrup 567g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-red-plums-in-light-syrup-567g,ï¿½1.00,33p / 100g,0,319kJ,0,319,76.24282983,0,33p ,0.33, 100g,0.33,1,3.03030303,,231.0388783,0,,,4.328275862,,,
Coca-Cola 1.5L (Sugar levy applied),https://www.sainsburys.co.uk/shop/gb/groceries/product/details/coca-cola-15l-sugar-levy-applied-,ï¿½1.50,10p / 100ml,0g,180kJ,0,180,43.02103251,0,10p ,0.1, 100ml,0.1,1.5,15,,645.3154876,0,,,2.324444444,,,
Robinsons Fruit Creations Refreshing Strawberry & Watermelon Squash 1L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/robinsons-fruit-creations-refreshing-strawberry-watermelon-squash-1l,ï¿½1.50,15p / 100ml,0g,13kJ/3kcal,0,13,3.10707457,0,15p ,0.15, 100ml,0.15,1.5,10,,31.0707457,0,,,48.27692308,,,
Diet Coke Lime 8x330ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/diet-coke-lime-8x330ml,ï¿½3.00,11p / 100ml,0g,1.9kJ,0,9,2.151051625,0,11p ,0.11, 100ml,0.11,3,27.27272727,,58.66504433,0,,,51.13777778,,,
Robinsons Mini Orangeï¿½No Added Sugar Squash 66ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/robinsons-squashd-orange-66ml,ï¿½2.00,ï¿½3.03 / 100ml,0g,4kJ/0.9kcal,0,4,0.956022945,0,ï¿½3.03 ,3.03, 100ml,3.03,2,0.660066007,,0.631038247,0,,,3169.38,,,
Robinsons Mini Passion Fruit & Mangoï¿½No Added Sugar Squash 66ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/robinsons-squashd-passion-fruit---mango--no-added-sugar-66ml,ï¿½2.00,ï¿½3.03 / 100ml,0g,4kJ/0.9kcal,0,4,0.956022945,0,ï¿½3.03 ,3.03, 100ml,3.03,2,0.660066007,,0.631038247,0,,,3169.38,,,
Bottlegreen Plump Summer Raspberry Cordial 500ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/bottlegreen-raspberry-cordial-500ml-7663180-p-44,ï¿½3.40,68p / 100ml,0g,108kJ/25kcal,0,108,25.8126195,0,68p ,0.68, 100ml,0.68,3.4,5,,129.0630975,0,,,26.3437037,,,
Sainsbury's Lemongrass Paste 95g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-lemongrass-95g,ï¿½1.25,14p / 10g,0,289kJ,0,289,69.07265774,0,14p ,0.14, 10g,1.4,1.25,0.892857143,,61.67201584,0,,,20.26851211,,,
Sprite 500ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sprite-sparkling-lemon---lime-drink-500ml,ï¿½1.45,29p / 100ml,0g,61kJ,0,61,14.5793499,0,29p ,0.29, 100ml,0.29,1.45,5,,72.89674952,0,,,19.89114754,,,
Sainsbury's Hedgerow Conserve Taste The Difference 340g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-hedgerow-conserve--taste-the-difference-340g,ï¿½1.60,47p / 100g,0,1087kJ,0,1087,259.7992352,0,47p ,0.47, 100g,0.47,1.6,3.404255319,,884.4229283,0,,,1.809089236,,,
Innocent Super Smoothie Invigorate Kiwi & Cucumber 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/innocent-super-smoothie-invigorate-750ml,ï¿½3.80,51p / 100ml,0,230kJ (54kcal),0,230,54.97131931,0,51p ,0.51, 100ml,0.51,3.8,7.450980392,,409.5902223,0,,,9.277565217,,,
Fentimans Botanically Brewed Natural Rose Lemonade 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/fentimans-botanically-brewed-natural-rose-lemonade-750ml,ï¿½2.00,26p / 100ml,0g,176kJ / 41kcal,0,176,42.06500956,0,26p ,0.26, 100ml,0.26,2,7.692307692,,323.5769966,0,,,6.180909091,,,
Dr. Oetker Ready to Roll White Soft Fondant Icing,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/droetker-ready-to-roll-regalice-white-1kg,ï¿½3.00,30p / 100g,0 g,1654 kJ/390 kcal,0,1654,395.3154876,0,30p ,0.3, 100g,0.3,3,10,,3953.154876,0,,,0.758887545,,,
Dr Pepper 500ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/dr-pepper-500ml,ï¿½1.45,29p / 100ml,0g,85kJ,0,85,20.31548757,0,29p ,0.29, 100ml,0.29,1.45,5,,101.5774379,0,,,14.27482353,,,
Purdey's Rejuvenate Natural Energy Drink 4x330ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/purdeys-rejuvenate-multivitamin-fruit-drink-4x330ml,ï¿½3.50,26p / 100ml,0g,84kJ/20kcal ,0,84,20.07648184,0,26p ,0.26, 100ml,0.26,3.5,13.46153846,,270.2603324,0,,,12.95047619,,,
Sainsbury's Apple & Raspberry Juice Drink No Added Sugar 1L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-apple-raspberry-juice-drink-no-added-sugar-1l,90p,9p / 100ml,0,56kJ,0,56,13.38432122,0,9p ,0.09, 100ml,0.09,0.9,10,,133.8432122,0,,,6.724285714,,,
Olivado Avocado Oil Extra Virgin 250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/olivado-avocado-oil--extra-virgin-250ml,ï¿½4.50,ï¿½1.80 / 100ml,0g,3370kj,0,3370,805.4493308,0,ï¿½1.80 ,1.8, 100ml,1.8,4.5,2.5,,2013.623327,0,,,2.234777448,,,
Nexbaï¿½Naturally Sugar Freeï¿½Elderflower & Lemon Kombucha 1L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/nexba-elderflower-lemon-kombucha-1l,ï¿½2.75,28p / 100ml,0g,8kJ (2kcal),0,8,1.912045889,0,28p ,0.28, 100ml,0.28,2.75,9.821428571,,18.77902213,0,,,146.44,,,
Sainsbury's Walnut Oil 250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-walnut-oil-250ml,ï¿½1.90,76p / 100ml,0g,3408kJ,0,3408,814.5315488,0,76p ,0.76, 100ml,0.76,1.9,2.5,,2036.328872,0,,,0.933051643,,,
Sainsbury's Malt Vinegar 284ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-malt-vinegar-284ml,40p,ï¿½1.41 / ltr,0,59kJ,0,59,14.10133843,0,ï¿½1.41 ,1.41, ltr,0.141,0.4,2.836879433,,40.00379697,0,,,9.999050847,,,
Robinsons Fruit Creations Blackberry & Blueberry Squash 1L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/robs-creations-blackberry-blueberry-1l,ï¿½1.50,15p / 100ml,0g,12kJ/3kcal,0,12,2.868068834,0,15p ,0.15, 100ml,0.15,1.5,10,,28.68068834,0,,,52.3,,,
J2O Apple & Raspberry Juice Drink 10x275ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/j2o-apple-raspberry-juice-drink-10x275ml,ï¿½8.00,29p / 100ml,0g,78kJ/19kcal,0,78,18.64244742,0,29p ,0.29, 100ml,0.29,8,27.5862069,,514.2744116,0,,,15.55589744,,,
Diet Coke Lime 2L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/diet-coke-lime-2l,ï¿½1.50,8p / 100ml,0g,1.9kJ,0,9,2.151051625,0,8p ,0.08, 100ml,0.08,1.5,18.75,,40.33221797,0,,,37.19111111,,,
J2O Spritz Apple & Watermelon Sparkling Juice Drink 4x275ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/j2o-spritz-apple---watermelon-4x275ml,ï¿½3.50,32p / 100ml,0g,84kJ/20kcal,0,84,20.07648184,0,32p ,0.32, 100ml,0.32,3.5,10.9375,,219.5865201,0,,,15.93904762,,,
No.1 Kombucha Raspberry Pomegranate & Hibiscus 275ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/no1-kombucha-raspberry-pomegranate-hibiscus-275ml,ï¿½1.50,55p / 100ml,0.0g,70/16,0,70,16.73040153,0,55p ,0.55, 100ml,0.55,1.5,2.727272727,,45.62836781,0,,,32.87428571,,,
